Word;Freq_HAL;I_Mean_RT;I_Zscore
unscrew;303;705.91;-0.4
unscrewed;69;754.88;-0.11
unscripted;23;863.19;0.08
unscrupulous;687;877.29;0.55
unsealed;155;693.52;-0.22
unseasonable;8;906.86;0.59
unseasoned;15;743.45;-0.05
unseat;85;791.41;-0.08
unseeing;27;876.39;0.23
unseemly;148;786.97;-0.06
unseen;2067;693.48;-0.33
unselfish;244;705;-0.27
unselfishly;62;894.16;0.23
unserviceable;25;1115.48;44927
unservile;0;885;0.64
unsettle;28;734.81;-0.12
unsettled;458;654.26;-0.32
unsettling;345;717.31;-0.15
unshakable;69;773.42;-0.05
unshakeable;44;928.53;0.5
unsharpened;9;973.88;0.31
unshaved;17;710.65;-0.21
unshaven;74;714.07;-0.17
unsheathe;4;950.5;0.67
unshed;11;1109.52;0.81
unshielded;238;941.58;0.34
unsightly;229;739.13;-0.08
unsigned;5776;729.97;-0.19
unsinkable;33;911.33;0.41
unskilled;771;724.31;-0.13
unsloped;0;989.67;0.82
unsmiling;14;1020.12;0.8
unsmilingly;1;1007.94;0.84
unsocial;27;753.58;-0.05
unsold;255;702.13;-0.25
unsolder;57;1112.78;0.99
unsolved;701;711.5;-0.21
unsophisticated;274;967.78;0.6
unsound;381;737.68;-0.06
unspeakable;749;828.16;-0.03
unspecified;861;835.67;0.22
unspectacular;53;1035.3;0.91
unspoken;442;674.77;-0.22
unspotted;13;873.59;0.17
unstable;6034;782.31;-0.14
unstained;38;951.88;0.46
unstapled;14;885.67;0.21
unsteadily;66;878.13;0.12
unsteady;243;659.33;-0.41
unstilted;0;1047;44986
unstop;1;740.62;-0.22
unstressed;78;857.58;0.21
unstring;12;941.59;0.46
unstructured;251;937.76;0.49
unstrung;18;1037.41;0.61
unstuck;102;740.29;-0.05
unstudied;14;803.63;0.16
unsuccessful;1939;782.82;0.1
unsuccessfully;775;818.24;0.09
unsuitable;797;743.06;0.11
unsuitably;1;953.82;0.46
unsuited;197;803.23;0.01
unsullied;60;982.13;0.75
unsung;203;862.91;0.24
unsupportable;235;1029.75;0.82
unsupported;2527;916.12;0.24
unsure;3230;647.38;-0.53
unsurmountable;28;1130.8;44562
unsurpassed;422;972.68;0.53
unsuspecting;1044;1001.36;0.57
unsyllabic;0;982.31;12420
unsympathetic;206;1044.55;0.66
untangle;136;749.62;-0.1
untapped;954;813.84;0.2
unteach;0;891.03;0.38
untellable;4;1085.12;0.9
untenable;388;867.06;0.52
untenanted;3;1215.43;46753
unthaw;10;915.25;0.41
unthematic;0;1719.25;45048
unthinkable;603;788.77;0.04
unthinking;299;766.55;-0.19
untidiness;7;882;0.42
untidy;106;726.28;-0.05
untie;433;768.06;-0.01
untied;513;784.26;-0.01
until;170311;604.13;-0.58
untimely;381;942.89;0.54
untiring;46;878.13;0.4
unto;7231;881.13;0.14
untold;861;730.76;-0.29
untouchable;307;806.56;-0.18
untouched;1197;726.15;-0.27
untoward;151;1002;0.55
untracked;34;783.38;0.15
untraditional;23;989.21;0.51
untrained;604;856.41;0.15
untreated;544;791.06;-0.02
untrue;2364;724.03;-0.28
untrustworthiness;15;1090.11;0.96
untruth;204;693.53;-0.29
untruthful;53;849.72;0.27
unused;4443;824.29;0.15
unusual;12648;630.94;-0.45
unusually;1905;770.16;0.04
unutterable;19;1206.4;16803
unutterably;36;1086.23;20090
unuttered;5;1167.14;45047
unvarnished;48;880.15;0.53
unvarying;20;919.54;0.5
unveil;140;828.97;-0.15
unveiled;572;867.87;0.12
unventilated;7;1072.17;0.96
unversed;10;1182.33;43466
unvoiced;51;832.1;0.19
unwaivering;4;925.92;0.61
unwanted;3822;643.39;-0.46
unwarrantable;6;926.48;0.6
unwarranted;1176;794.41;-0.02
unwaveringly;4;1082.85;44986
unwed;460;860.26;0.27
unwelcome;662;812.58;0.11
unwell;73;861;0.26
unwholesome;73;1136.79;0.7
unwieldy;284;897.76;0.22
unwilling;3223;730.39;-0.02
unwillingly;188;837.27;0.12
unwillingness;689;900.24;0.28
unwind;317;689.88;-0.41
unwinding;104;914.28;0.18
unwire;1;726.11;-0.04
unwired;16;690.38;-0.24
unwise;744;664.94;-0.32
unwisely;93;754.52;0.01
unwitting;404;774.9;0.12
unwittingly;433;809.2;0.11
unwomanly;0;956.19;0.71
unwonted;5;807.4;0.28
unworkable;424;819.06;0.31
unworn;20;880.03;0.36
unworthy;772;689.31;-0.21
unwound;120;825.88;-0.03
unwounded;14;824.19;0.1
unwrinkled;10;839.94;0.19
unwritten;429;752.31;-0.08
unyielding;156;849.28;0.31
unzip;2889;733.52;-0.13
up;931275;624.21;-0.73
upbeat;568;657.84;-0.34
upbringing;867;946.1;0.39
upcoming;9023;619.74;-0.49
upcountry;28;978.4;0.76
update;39270;558.19;-0.72
updated;30983;712.09;-0.41
upend;14;920.75;0.66
upgrade;35367;714.88;-0.37
upgraded;10336;747.47;-0.15
upgrading;6704;728.81;-0.19
upheaval;602;822.21;0.17
upheld;1075;776.19;-0.26
uphill;825;713.44;-0.19
uphold;1552;609.53;-0.49
upholders;15;741.17;-0.17
upholding;481;761.68;-0.12
upholds;170;741.82;-0.26
upholster;2;846.54;-0.01
upholstered;63;852;0.13
upholstery;249;722.76;-0.07
upkeep;1883;786.4;-0.19
upland;229;743.76;-0.15
uplift;340;672.53;-0.28
uplifting;390;655;-0.37
upmost;744;780.13;-0.14
upon;78218;710.06;-0.27
upped;384;815.96;0.03
upper;26757;607;-0.54
upperclassmen;25;910.6;0.39
uppercut;1141;723.55;-0.12
uppermost;121;778.44;-0.1
uppity;241;904.25;0.41
upraised;96;901.27;0.64
upright;2530;684.72;-0.37
uprise;16;812.03;-0.14
uprising;1006;793.25;-0.08
uprisings;202;815.07;0.11
upriver;48;981.41;0.54
uproar;697;674.81;-0.41
uproarious;26;1024.39;0.71
uproariously;48;1026.25;45261
uproot;105;694.37;-0.2
uprooted;216;798.24;0.17
ups;9996;656.07;-0.36
upset;11355;706.55;-0.42
upsets;677;638.88;-0.55
upsetting;766;710.87;-0.42
upshot;433;804.13;0.03
upside;3021;644;-0.52
upstage;50;674.62;-0.44
upstairs;2640;587.15;-0.64
upstanding;328;793.73;-0.14
upstart;252;683.85;-0.24
upstate;1064;696.1;-0.25
upstream;1157;641.94;-0.48
upsurge;168;838.7;0.26
upswing;170;902.37;0.19
uptake;406;678.9;-0.34
uptight;607;643;-0.48
uptown;594;611.06;-0.5
upturn;111;679.07;-0.25
upturned;159;834.38;0.59
upward;3201;710.97;-0.28
upwards;2315;754.86;-0.3
uranium;1558;824.41;0.11
uranus;1029;797.93;0.06
urban;8665;657;-0.61
urbane;105;843.32;0.1
urbanism;43;928.81;0.32
urbanity;11;962.16;0.59
urbanization;116;894.19;0.35
urbanize;1;690.21;-0.14
urbanized;75;784.16;0.01
urchin;244;767.83;-0.1
urea;239;726.93;0.1
urethane;237;1063.47;0.46
urethra;421;832.65;0.21
urge;8558;601.03;-0.54
urged;2471;619.79;-0.58
urgencies;9;784.76;0.17
urgency;872;760.15;-0.29
urgent;3812;674.53;-0.4
urgently;1552;783.59;-0.07
urges;1648;670.78;-0.42
urging;1733;678.12;-0.28
urgings;100;780.62;0.33
urinal;260;826.25;0.07
urinals;121;742.06;-0.1
urinary;621;747.39;-0.09
urinate;434;723.64;-0.31
urine;3418;642.82;-0.45
urn;259;816.16;0.1
urns;54;728.28;0.06
uruguay;801;969.07;0.5
uruguayan;51;897.5;0.66
us;481870;541.03;-0.82
usable;5012;859.3;-0.03
usage;15549;660.03;-0.5
usages;385;733.07;-0.24
use;677371;576.71;-0.74
useable;1308;873.29;0.63
used;365662;530.12;-0.81
useful;55233;693.52;-0.57
usefully;374;680.26;-0.44
usefulness;2083;684.9;-0.31
useless;13510;684.58;-0.4
uselessly;105;889.24;0.31
uselessness;181;949.62;0.52
user;118645;642.55;-0.6
users;108499;687.71;-0.44
uses;65199;563.47;-0.63
usher;702;643.59;-0.45
ushered;284;731.87;-0.14
using;339069;633.67;-0.44
usual;28950;603.81;-0.55
usually;106388;620.06;-0.59
usurious;26;735;0.81
usurp;357;862.47;0.34
usurpation;148;962.79;0.91
usurped;289;1002.11;0.61
usurper;170;924.18;0.35
usury;180;996.17;0.48
utah;8940;633.61;-0.48
utensil;113;738.44;-0.23
utensils;412;770.97;-0.16
uterine;246;1081;0.86
uterus;848;751.58;0.03
utilitarian;349;837.76;0.39
utilitarianism;231;987.14;0.68
utilities;19594;749.91;-0.21
utility;23656;665.03;-0.44
utilization;2418;850.75;0.21
utilize;3910;658.15;-0.5
utilized;2206;721.39;-0.21
utilizes;1225;783.29;-0.1
utilizing;3465;753.82;-0.2
utmost;1752;850.67;0.19
utopia;1392;692.64;-0.36
utopian;711;853.09;0.14
utopianism;36;992.86;0.81
utopians;22;822.41;0.17
utopias;54;862.03;0.31
utter;3975;740.52;-0.22
utterance;354;758.96;0.1
utterances;323;888.44;0.37
uttered;875;725.27;-0.24
uttering;241;699.69;-0.15
utterly;5392;761.22;-0.1
uttermost;25;785.21;-0.02
vacancies;486;906.89;0.38
vacancy;384;660.55;-0.52
vacant;1348;664.74;-0.44
vacate;198;784.96;0.07
vacated;265;860.52;0.22
vacation;9491;697.18;-0.36
vacationers;36;956.33;0.46
vacationing;329;931.4;0.58
vacations;1175;749.06;-0.17
vaccinate;451;879.72;0.15
vaccinating;366;1003.58;0.65
vaccination;2333;880.9;0.26
vaccine;6030;784.81;-0.04
vacillate;32;827.55;0.29
vacuity;31;853.91;0.32
vacuous;274;870.47;0.32
vacuum;6231;687.97;-0.38
vacuumed;96;798.21;0.13
vacuuming;221;818.84;0.07
vagabond;371;758.57;0.1
vagabonds;78;858.92;0.09
vagaries;188;754.25;0.21
vagary;10;936.6;0.48
vagina;3550;756.62;-0.18
vaginal;1529;754.67;-0.08
vagrant;88;793.86;-0.06
vague;6394;677.64;-0.31
vaguely;2904;701.42;-0.26
vagueness;322;842.57;0.23
vaguest;99;995.57;0.77
vail;874;712;-0.32
vain;2677;588.44;-0.59
vale;3937;790.38;0.16
valedictorian;125;946.26;0.87
valence;447;871.11;0.4
valentine;2488;609.58;-0.57
valerie;1739;818.97;-0.08
valet;263;684.41;-0.35
valiant;2497;754.42;-0.25
valiantly;163;814.39;0.12
valid;25178;632.88;-0.61
validate;1589;647.91;-0.42
validated;1127;726.16;-0.18
validating;532;839.34;0.06
validation;2406;876.15;0.22
validity;4944;703.33;-0.22
validly;232;768.8;0.01
valley;24976;678.33;-0.42
valleys;783;675.82;-0.44
valley's;114;721.9;-0.23
valor;1255;723.83;-0.16
valuable;15458;675.91;-0.38
valuation;758;813.5;0.12
valuations;238;866.35;0.56
value;82888;606.26;-0.66
valued;2741;650.33;-0.51
valueless;146;794.21;0.09
values;34017;618.79;-0.66
valve;4629;605.79;-0.61
valves;1556;672.57;-0.32
vamoose;10;975.33;0.82
vamp;693;719.27;-0.06
vampire;13320;623.58;-0.53
vampires;3488;699.18;-0.29
van;45556;555.17;-0.76
vandal;191;727.17;-0.13
vandalism;501;799.32;-0.06
vandalize;36;769.5;-0.02
vandals;306;719.33;-0.17
vane;151;668.39;-0.32
vanguard;1631;794.52;0.06
vanilla;3416;642.22;-0.49
vanish;1396;672.52;-0.44
vanished;1891;660.39;-0.53
vanishes;603;714.1;-0.17
vanishing;1014;687.28;-0.38
vanities;152;757.47;-0.16
vanity;1242;657.03;-0.53
vanquish;112;792.3;0.05
vantage;762;815.08;0.19
vantagepoint;11;1185.73;17168
vapor;3263;643.12;-0.49
vaporization;67;851.19;0.24
vaporize;235;787.69;-0.06
vaporous;54;875.17;0.28
variability;677;923.06;0.28
variable;20715;734.26;-0.32
variables;12688;663.25;-0.36
variance;1450;688.29;-0.25
variant;4827;720.03;-0.14
variation;6014;719.24;-0.21
variations;6755;773.52;-0.08
varicolored;4;1073.09;0.93
varicose;54;911.62;0.43
varied;3876;677.68;-0.32
varies;6135;705.06;-0.39
varieties;2603;786.91;-0.01
variety;30727;734.31;-0.29
various;88071;591.86;-0.77
variously;475;751.5;0
varmint;129;1004.44;0.44
varnish;410;738.33;-0.33
varnishes;49;811.13;0.05
varsity;518;676.69;-0.35
vary;11991;630.5;-0.43
varying;4705;753.38;-0.04
vascular;381;670.78;-0.32
vase;540;699.45;-0.39
vasectomy;357;916.78;0.38
vaseline;659;749.75;-0.01
vases;135;762.86;-0.23
vassal;98;854.67;0.21
vast;13766;629.76;-0.56
vaster;42;645.14;-0.38
vastly;2928;726.1;-0.19
vat;2181;748.21;-0.03
vatican;2147;784.76;0.07
vaudeville;147;771.44;0.35
vault;9408;641.58;-0.41
vaulting;123;763.53;-0.17
vaults;436;635.72;-0.41
veal;903;781.27;-0.25
vector;39886;637.93;-0.4
vectors;2539;732.75;-0.16
veer;189;710.14;-0.15
veered;117;801.65;0.26
veering;76;813.52;0.19
veers;87;803.89;0.1
veg;635;747.67;0.08
vegan;1663;715.93;-0.18
vegas;7900;619.88;-0.53
vegetable;3298;775.47;-0.17
vegetables;4391;728.69;-0.29
vegetarian;4347;757.28;-0.01
vegetate;26;961.45;0.63
vegetation;805;889.3;0.25
vehemence;99;761.13;0.11
vehement;269;823.12;0.31
vehemently;846;798.2;0.26
vehicle;13714;650.31;-0.48
vehicles;9269;688.1;-0.36
vehicular;250;915.77;0.43
veil;1868;647.07;-0.56
veiled;764;777.13;-0.17
veiling;60;780.76;0.02
veils;191;651.22;-0.4
vein;2169;654.81;-0.48
veined;34;684.38;-0.33
veining;6;873.67;0.17
veins;1437;606.5;-0.53
vellum;193;835.91;0.16
velocities;1013;894.77;0.3
velocity;7144;691.09;-0.39
velour;61;914.5;0.74
velours;4;829.69;0.41
velvet;2236;642;-0.52
velveteen;55;909.91;0.52
velvety;123;773.52;0.02
venal;157;796.18;0.39
vend;118;730.54;-0.13
vendetta;671;1007.39;0.48
vending;760;664.66;-0.46
vendor;12408;604.23;-0.49
vendors;15986;676.78;-0.33
veneer;544;783.86;0.29
venerable;657;753.23;-0.13
venerate;53;764.23;0.07
venerated;71;803.74;0.05
veneration;66;794.35;0.07
venereal;223;1120.87;44927
venetian;259;782.4;-0.04
venezuela;2228;771.3;-0.13
venezuelan;224;1061.08;0.91
vengeance;1999;748;-0.04
vengeful;388;773.17;-0.13
venial;13;845;0.24
venice;1245;759.73;-0.08
venison;259;876.38;0.29
venom;4560;780.59;-0.12
venomous;776;892.31;0.21
venous;129;931.77;0.19
vent;2058;675.19;-0.52
vented;542;734.58;-0.14
ventilate;60;811.34;0.15
ventilated;238;701.03;-0.16
ventilates;3;867.46;0.39
ventilating;92;951.06;0.32
ventilation;1037;776.91;-0.04
ventilator;131;869.03;0.21
ventricle;57;798.43;0.29
ventricles;30;813.26;0.28
ventriloquism;24;1031.78;45139
ventriloquist;142;1050.47;0.83
vents;706;628.22;-0.56
venture;7308;685.16;-0.23
ventured;595;684.12;-0.29
venturer;19;828.28;0.13
ventures;1869;698.29;-0.29
venturesome;8;1111.09;0.81
venturous;6;855.3;0.07
venue;3214;678.9;-0.3
venus;4786;675.7;-0.35
vera;1767;833;0.27
veracious;8;946.04;0.45
veracity;735;910.09;0.4
veranda;63;811.96;0.3
verandah;45;1147.21;44562
verandas;1;921.77;0.57
verb;2101;631.18;-0.7
verbal;6419;641.34;-0.58
verbalize;82;703.71;-0.22
verbally;1123;677.65;-0.34
verbatim;1645;790.04;0.19
verbiage;250;956.08;0.81
verbose;1109;778.44;0.18
verbosity;215;804.53;0.18
verbs;912;600.63;-0.68
verdant;162;867.13;0.38
verdict;1755;649.21;-0.45
verge;1608;714.39;-0.43
verges;79;815.73;0.14
veridical;10;700;-0.27
verification;5344;792;0.09
verified;4461;718.59;-0.33
verify;9374;623.21;-0.55
verily;606;904.36;0.33
verisimilar;1;1020;0.07
verisimilitude;40;1212;0.92
veritable;489;867.16;0.25
verity;205;808;0.45
vermicelli;22;893.4;0.57
vermilion;87;928.57;0.49
vermin;650;793.93;0.09
vermont;3301;683.71;-0.44
vermont's;26;697.63;-0.17
vermouth;62;881.56;0.61
vernacular;356;854.43;0.13
veronica;1955;657.09;-0.45
versailles;768;821.69;0.15
versatile;2057;782.13;-0.1
versatility;646;871.53;0.15
verse;6407;742.47;-0.42
versed;884;784.56;0.01
verses;3521;729.13;-0.21
versify;0;948.29;0.54
version;224831;601.18;-0.54
versions;47697;700.61;-0.43
versus;7715;764.13;-0.14
vertebrae;171;812.4;0.11
vertebral;65;921.53;0.6
vertebrate;368;812.8;0.04
vertebrates;185;933.1;0.51
vertex;780;775.14;0.02
vertical;9471;658.88;-0.49
vertigo;2077;773.27;0.03
verve;498;739.78;-0.26
very;587578;633.71;-0.53
vesicle;36;828.68;0.02
vesicular;55;999.39;0.43
vespers;82;810.14;0.53
vessel;3871;741.37;-0.2
vessels;2471;680.97;-0.35
vest;1238;685.03;-0.46
vestal;84;832.95;0.22
vested;1767;741.81;-0.18
vestibule;94;796.32;0.24
vestige;153;690.75;-0.13
vestigial;129;848.61;0.27
vestment;6;749.04;-0.11
vestments;41;853.11;0.29
vests;499;613.76;-0.49
vet;7567;665.75;-0.44
veteran;7287;708.94;-0.16
veterans;4652;812.68;-0.01
veteran's;204;731.55;-0.23
veterinarian;885;940.93;0.51
veterinarians;499;887.62;0.4
veterinary;1964;767.24;0.24
veto;3044;822.87;0.02
vetoed;482;810.57;0.38
vex;124;758.9;-0.17
vexation;56;789.63;-0.18
vexatious;81;735.55;0.25
vexed;103;889.44;0.23
vexes;18;760.29;-0.1
vexing;714;765.56;-0.05
via;130873;721.76;-0.16
viability;1254;921.54;0.45
viable;5433;752.31;0.03
viaduct;36;893.58;0.43
vial;627;687.7;-0.21
vibes;686;673.16;-0.34
vibrancy;32;766.34;-0.06
vibrant;845;701;-0.34
vibraphone;41;1025.28;0.8
vibrate;543;624.24;-0.53
vibrated;88;674.64;-0.33
vibrating;1074;750.47;-0.2
vibration;1924;673.33;-0.4
vibrato;493;784.69;0.28
vibrator;1095;805.7;-0.1
vicar;391;785.21;0.28
vicarage;17;1145.09;0.95
vicarious;158;824.55;-0.01
vice;15887;673.66;-0.36
vicelike;1;1041.24;0.53
viceroy;121;882.32;0.32
vices;481;769.97;-0.1
vicinity;1835;784.82;0.05
vicious;3553;756.25;-0.18
viciousness;130;813.1;0.12
vicissitude;18;941;0.88
vicissitudes;64;1019.78;45017
vicky;1154;638.31;-0.41
vic's;84;775;0.09
victim;11638;651.03;-0.54
victimization;441;957.35;0.38
victimize;81;725.38;-0.16
victimized;599;861;-0.03
victims;11875;649.79;-0.5
victim's;819;645.71;-0.52
victor;8917;720.06;-0.35
victoria;7684;670.41;-0.3
victorian;1825;702.56;-0.32
victorians;96;782.21;-0.12
victoria's;410;745.06;-0.24
victories;1362;773.56;-0.14
victorious;1054;718.13;-0.13
victoriously;53;933.64;0.4
victor's;177;700.13;-0.36
victory;11304;568.03;-0.77
victual;4;626.86;-0.31
victuals;11;698.7;-0.34
video;110183;579.17;-0.66
videotape;2152;677.24;-0.42
vie;1362;753.29;0.21
vied;41;827.87;0.39
vienna;4100;740.76;-0.25
vienna's;15;791.33;-0.04
viennese;145;919.57;0.55
vies;61;690.45;-0.28
vietnam;10738;726.39;-0.25
vietnamese;5050;912.21;0.37
view;75014;522.78;-0.86
viewed;7243;651.39;-0.55
viewer;9597;663.79;-0.56
viewers;6860;665.38;-0.46
viewfinder;356;815.28;0.05
viewing;9475;631.12;-0.56
viewless;0;712.97;-0.22
viewpoint;4939;684.47;-0.5
viewpoints;2088;659.44;-0.26
views;36484;628.85;-0.62
vigil;637;723.04;-0.25
vigilance;428;838.68;0.03
vigilant;444;735.32;0.03
vigilante;681;885.52;0.4
vigilantism;81;1097.42;42005
vignette;115;889.39;0.52
vigor;712;711.5;-0.31
vigorous;1184;724.57;-0.2
vigorously;1255;730.67;-0.09
viking;2727;699.5;-0.45
vikings;1470;747.44;-0.37
vile;2724;685.19;-0.31
vilify;101;773.38;0.03
vilifying;35;779.54;0.28
villa;1788;739.5;-0.1
village;13243;663.15;-0.38
villager;142;827.03;0.06
villagers;1046;731.59;-0.22
villages;3279;714.87;-0.13
villain;2550;749.33;-0.27
villainous;207;1031.11;0.87
villains;1032;704.35;-0.19
villainy;61;869.92;0.35
vinaigrette;47;1011.1;0.65
vince;4794;695.62;-0.24
vincent;5406;684.64;-0.27
vindicate;118;750.52;-0.18
vindicated;312;997.25;0.55
vindication;285;1041.28;0.68
vindictive;430;848.65;0.19
vine;1241;687.81;-0.51
vinegar;1944;658.88;-0.39
vines;2060;674.35;-0.38
vineyard;923;712.34;-0.19
vineyards;181;733.97;-0.28
vintage;4321;732.26;-0.11
vintner;22;722.67;-0.28
vinyl;7178;775.56;-0.03
viola;1311;817.06;0.07
violable;0;940.92;0.56
viola's;5;814.21;0.28
violate;5113;656.09;-0.46
violated;4455;678.56;-0.44
violates;2876;658.16;-0.39
violating;3435;697.16;-0.25
violation;11416;729.15;-0.13
violations;5427;771.97;-0.27
violence;19852;623.62;-0.59
violent;12285;641;-0.48
violently;1905;780.32;-0.15
violet;1241;670.78;-0.47
violets;346;666.74;-0.3
violin;2583;706.9;-0.45
violinist;381;770.73;-0.01
violinists;207;816.21;0.06
violins;395;737.97;-0.21
viper;3308;660.48;-0.49
virgil;700;839.42;0.1
virgin;7884;726.33;-0.38
virginal;240;717.55;-0.21
virginia;20353;802.41;-0.15
virginian;136;928.54;0.49
virginians;88;923.14;0.64
virginia's;214;719.03;-0.19
virginity;1197;750.16;-0.21
virgo;546;660.1;-0.34
virile;152;696;-0.02
virility;99;818.08;0.15
virology;348;815.1;0.22
virtual;31841;614.61;-0.51
virtually;14939;704.12;-0.33
virtue;4552;644.97;-0.56
virtues;1503;771.29;-0.14
virtuosity;123;752.52;-0.1
virtuoso;429;832.84;0.22
virtuous;603;742.48;-0.18
virulence;61;860.1;0.45
virulent;428;782.86;-0.03
virus;24356;609.79;-0.56
visa;19037;597.23;-0.65
visage;808;728.5;-0.11
viscera;44;821.67;0.37
visceral;372;880.88;0.25
viscosity;574;894.75;0.32
viscount;207;949.63;0.73
viscous;366;767.68;-0.06
vise;4635;688.17;-0.21
viselike;5;1089.69;0.92
visibility;2112;734.18;-0.33
visible;12546;647.97;-0.65
visibly;812;685.17;-0.27
vision;20427;598.74;-0.54
visionary;1019;767.79;-0.13
visions;5422;589.66;-0.76
visit;43874;569.18;-0.66
visitation;1095;827.68;0.1
visitations;135;757.71;-0.15
visited;8216;641.6;-0.52
visiting;8123;651.25;-0.44
visitor;2636;673.44;-0.46
visitors;4376;661.29;-0.49
visits;4095;605.64;-0.65
visor;544;644.91;-0.55
vista;3346;724.13;-0.12
vistas;195;965.36;0.66
visual;31701;651.73;-0.55
visualization;3823;826.14;-0.07
visualize;1411;756.79;-0.05
visualized;233;722.36;-0.07
visualizes;31;792;-0.11
visually;1893;663.15;-0.45
vital;8687;659.68;-0.53
vitalism;27;792;0.14
vitality;701;718.96;-0.19
vitalize;3;742.81;0.09
vitally;264;730.73;-0.26
vitals;141;730.03;-0.36
vitamin;3789;672.61;-0.39
vitamins;2558;668.16;-0.45
vitreous;54;859.63;0.22
vitro;1353;986.38;0.66
viva;1351;755.11;-0.01
vivacious;83;760.2;-0.08
vivacity;12;960.08;0.52
vivian;1441;822.32;0.22
vivian's;43;841.94;0.18
vivid;1936;702.88;-0.23
vividly;556;728.03;-0.09
vividness;60;812.47;0.03
vivified;0;1143.85;44986
vivify;2;801.17;0.5
vivisection;269;908;0.7
vixen;410;646.93;-0.41
vocab;97;709.81;0.09
vocabularies;159;951.35;0.57
vocabulary;2807;775.42;-0.07
vocal;5625;614.74;-0.6
vocalic;5;970.67;0.82
vocalism;9;744.68;0.02
vocalist;1161;703.3;-0.42
vocalists;358;712.38;-0.14
vocalization;53;878.85;0.29
vocalize;78;699.94;-0.31
vocally;297;775.29;-0.18
vocals;4651;609.47;-0.51
vocation;473;888.13;0.57
vocational;828;785.38;-0.08
vocationally;24;992.83;0.66
vociferate;1;1028.6;0.7
vociferation;9;944.5;45139
vociferous;200;1015.31;0.7
vociferously;137;1164.75;47119
vociferousness;4;1023.73;0.87
vodka;897;616.93;-0.57
vogue;1170;678.55;-0.33
voice;81827;555.91;-0.75
voiced;1628;680.23;-0.37
voiceless;259;742.48;-0.24
voices;10474;554.88;-0.76
voice's;16;674.79;-0.34
void;22817;553.52;-0.7
voids;270;701.61;-0.38
volatile;1404;800.03;0.22
volatility;674;782.38;0.22
volatilization;5;1456.2;19725
volcanic;6637;770.32;-0.11
volcano;3054;617.38;-0.49
volcanos;134;733.48;-0.24
volition;455;785.27;0.38
volkswagens;51;923.77;0.43
volley;548;776.94;-0.19
volleyball;2314;642.27;-0.46
volt;4629;645;-0.37
voltage;9131;671.55;-0.4
voltages;1123;679.36;-0.17
voltaic;5;713.71;0.17
voltmeter;219;958.86;0.95
volts;3007;708.14;-0.39
voluble;21;722;0.2
volume;40289;631.16;-0.46
volumes;7870;694.71;-0.37
volumetric;154;862.71;0.56
volumetrically;3;971.08;1
voluminous;363;840.22;0.31
voluntarily;2392;804.78;0.06
